question,intent,lang
11. Fihrist al-majallât al-'ilmiyah al-maghrbiyah allati tansiq biha IMIST fi-l-Maghrib bi-l-as'ar al-haditha?,portail_des_revues_scientifiques_marocaines_imist,amz
12. Moutakalimeen al-akhbaryat fî-l-jam'iyyât al-'ilmiyah al-maghrbiyah li-s-Sana 2018?,portail_des_revues_scientifiques_marocaines_imist,amz
13. Akhbar koulouna yajmaou li-l-tahqiq w-al-nashr,portail_des_revues_scientifiques_marocaines_imist,amz
Voici les 14 questions en langue française :,acces_a_la_bibliotheque,fr
1. Quels sont les horaires d'ouverture de la bibliothèque ?,acces_a_la_bibliotheque,fr
2. Comment puis-je accéder à la collection numérique de la bibliothèque ?,acces_a_la_bibliotheque,fr
3. Y a-t-il des livres électroniques disponibles pour le prêt ?,acces_a_la_bibliotheque,fr
4. Pouvez-vous me donner un guide sur comment utiliser les ressources en ligne de la bibliothèque ?,acces_a_la_bibliotheque,fr
5. Quels sont les critères pour obtenir une carte de lecture à la bibliothèque ?,acces_a_la_bibliotheque,fr
6. Comment puis-je réserver des livres ou des documents en ligne ?,acces_a_la_bibliotheque,fr
7. Y a-t-il des espaces de travail collaboratif dans la bibliothèque ?,acces_a_la_bibliotheque,fr
8. Pouvez-vous me donner un accès à la base de données du catalogue de la bibliothèque ?,acces_a_la_bibliotheque,fr
9. Quels sont les services offerts par la bibliothèque pour les étudiants ?,acces_a_la_bibliotheque,fr
10. Comment puis-je faire une demande d'ouvrage rare ou interdit dans la bibliothèque ?,acces_a_la_bibliotheque,fr
11. Y a-t-il des cours ou des ateliers proposés à la bibliothèque ?,acces_a_la_bibliotheque,fr
12. Pouvez-vous me donner un accès aux ressources en ligne pour les enfants ?,acces_a_la_bibliotheque,fr
13. Comment puis-je obtenir une copie de document protégé par copyright dans la bibliothèque ?,acces_a_la_bibliotheque,fr
14. Quels sont les moyens de paiement acceptés pour le prêt des livres à la bibliothèque ?,acces_a_la_bibliotheque,fr
"Here are 10 different questions in English corresponding to the intent ""access_to_the_library"":",acces_a_la_bibliotheque,en
1. Can I get a library card?,acces_a_la_bibliotheque,en
2. How do I access online resources from home?,acces_a_la_bibliotheque,en
3. What hours is the library open this week?,acces_a_la_bibliotheque,en
4. Do you have any books on [specific topic] available for checkout?,acces_a_la_bibliotheque,en
5. Is there an app or website where I can reserve materials ahead of time?,acces_a_la_bibliotheque,en
6. Are there computers and printers available at the library?,acces_a_la_bibliotheque,en
7. Can I borrow a laptop from the library if mine breaks down?,acces_a_la_bibliotheque,en
8. How do I renew my book online?,acces_a_la_bibliotheque,en
9. Do you have any study rooms or quiet areas for students?,acces_a_la_bibliotheque,en
10. Is it possible to get help finding books on [specific topic] with a librarian?,acces_a_la_bibliotheque,en
Voici les 11 questions en langue arabe :,acces_a_la_bibliotheque,ar
1. ما هو الساعة المحددة لفتح المكتبة؟,acces_a_la_bibliotheque,ar
2. كيف يمكنني الحصول على بطاقة قراءة في مكتبة البلدية؟,acces_a_la_bibliotheque,ar
3. هل يوجد مكان لتخزين الأمتعة في المكتبة؟,acces_a_la_bibliotheque,ar
4. ما هي ساعات العمل الرسمية لمكتبة الجامعية؟,acces_a_la_bibliotheque,ar
5. كيف أستطيع أن أحصل على كتاب من المكتبة؟,acces_a_la_bibliotheque,ar
6. هل يمكنني الدخول إلى المكتبة بدون بطاقة قراءة؟,acces_a_la_bibliotheque,ar
7. ما هو نوع الوثائق التي تتوفر في مكتبة البحث العلمي؟,acces_a_la_bibliotheque,ar
8. كيف أتصل بالمكتبة لطلب مساعدة أو استشارة؟,acces_a_la_bibliotheque,ar
9. هل يوجد مكان لتناول الطعام والشراب داخل المكتبة؟,acces_a_la_bibliotheque,ar
10. ما هي ساعات العمل الإضافية لمكتبة المدينة؟,acces_a_la_bibliotheque,ar
11. كيف يمكنني أن أحصل على نسخة من كتاب موجود في مكتبة الجامعية؟,acces_a_la_bibliotheque,ar
"Voici 20 questions en langue 'amz' correspondantes à l'intent ""acces_a_la_bibliotheque"" :",acces_a_la_bibliotheque,amz
1. Comment puis-je accéder à la bibliothèque ?,acces_a_la_bibliotheque,amz
2. Quels sont les horaires d'ouverture de la bibliothèque ?,acces_a_la_bibliotheque,amz
3. Est-ce que je peux emprunter des livres en ligne ?,acces_a_la_bibliotheque,amz
4. Combien coûte l'emprunt pour une personne non membre ?,acces_a_la_bibliotheque,amz
5. Y a-t-il un accès gratuit à certaines collections ?,acces_a_la_bibliotheque,amz
6. Comment puis-je réserver un livre ou un document ?,acces_a_la_bibliotheque,amz
7. Quels sont les types de documents que je peux emprunter ?,acces_a_la_bibliotheque,amz
8. Est-ce qu'il y a des ordinateurs et des imprimantes pour l'utilisation publique ?,acces_a_la_bibliotheque,amz
9. Puis-je consulter les catalogues en ligne avant ma visite ?,acces_a_la_bibliotheque,amz
10. Comment puis-je obtenir un compte bibliothèque si j'en suis à mon premier emprunt ?,acces_a_la_bibliotheque,amz
11. Quels sont les délais d'emprunt et de retour des livres ?,acces_a_la_bibliotheque,amz
12. Est-ce que je peux accéder aux ressources électroniques hors du centre ville ?,acces_a_la_bibliotheque,amz
13. Y a-t-il une section spécifique pour les enfants ou les jeunes adultes ?,acces_a_la_bibliotheque,amz
14. Comment puis-je faire une demande de document en absence si le livre est indisponible ?,acces_a_la_bibliotheque,amz
15. Quels sont les moyens de paiement acceptés pour l'emprunt ?,acces_a_la_bibliotheque,amz
"16. Est-ce que je peux emprunter des documents audiovisuels (DVD, CD) ?",acces_a_la_bibliotheque,amz
17. Puis-je consulter les notices bibliographiques avant ma visite ?,acces_a_la_bibliotheque,amz
18. Comment puis-je obtenir une carte de membre si j'en suis à mon premier emprunt ?,acces_a_la_bibliotheque,amz
19. Quels sont les services offerts pour les personnes handicapées ou avec des besoins spécifiques ?,acces_a_la_bibliotheque,amz
20. Est-ce que je peux accéder aux ressources en ligne hors du centre ville ?,acces_a_la_bibliotheque,amz
Voici les 11 questions en langue française :,demande_de_releve_de_notes,fr
1. Pouvez-vous me donner mes notes pour le trimestre dernier ?,demande_de_releve_de_notes,fr
2. J'ai besoin de voir mon relevé de notes pour l'année scolaire actuelle.,demande_de_releve_de_notes,fr
3. Comment puis-je obtenir un copie de ma feuille de présence et des notes ?,demande_de_releve_de_notes,fr
4. Je voudrais savoir si j'ai réussi à atteindre la moyenne dans cette matière.,demande_de_releve_de_notes,fr
"5. Pouvez-vous me donner le relevé de notes pour mon fils/ma fille, s'il vous plaît ?",demande_de_releve_de_notes,fr
6. J'aimerais avoir un aperçu de mes résultats pour l'examen dernier.,demande_de_releve_de_notes,fr
7. Comment puis-je consulter mon relevé de notes en ligne ?,demande_de_releve_de_notes,fr
"8. Je suis perdu(e) concernant ma moyenne globale, pouvez-vous m'aider à la trouver ?",demande_de_releve_de_notes,fr
9. Pouvez-vous me donner les notes que j'ai obtenues dans cette classe spécifique ?,demande_de_releve_de_notes,fr
10. J'aimerais savoir si je suis éligible pour une récompense ou un prix en fonction de mes notes.,demande_de_releve_de_notes,fr
11. Comment puis-je demander un relevé de notes pour mon enfant qui est étudiant à l'école primaire ?,demande_de_releve_de_notes,fr
"Here are 8 different questions in English corresponding to the intent ""demande_de_releve_de_notes"":",demande_de_releve_de_notes,en
1. Can I get a copy of my grades?,demande_de_releve_de_notes,en
2. How do I access my report card online?,demande_de_releve_de_notes,en
3. What's my current GPA looking like?,demande_de_releve_de_notes,en
4. Do you have any information on upcoming assignments and their weights?,demande_de_releve_de_notes,en
5. Can you send me an email with my latest grade updates?,demande_de_releve_de_notes,en
6. Is there a way to view my progress towards graduation requirements?,demande_de_releve_de_notes,en
7. Can I get a detailed breakdown of how my grades are calculated?,demande_de_releve_de_notes,en
8. How do I request a re-evaluation or appeal for a specific assignment?,demande_de_releve_de_notes,en
Voici les 11 questions en langue arabe :,demande_de_releve_de_notes,ar
1. ما هو مجموع نقاطي في الفصل؟,demande_de_releve_de_notes,ar
2. هل يمكنني الحصول على نسخة من ملاحظاتي؟,demande_de_releve_de_notes,ar
3. كيف أستطيع الحصول على رصيد النقاط الخاص بي؟,demande_de_releve_de_notes,ar
4. ما هي نسبة المعدل الذي حاصل عليه في السنة؟,demande_de_releve_de_notes,ar
5. هل هناك طريقة لمراجعة نقاطي مع المدرس؟,demande_de_releve_de_notes,ar
6. ما هو معدلي في الفصلين الأول والثاني؟,demande_de_releve_de_notes,ar
7. كيف أستطيع الحصول على نسخة من ملاحظاتي الخاصة بالفصل؟,demande_de_releve_de_notes,ar
8. هل يمكنني معرفة المعدل الذي حاصل عليه في كل فصل؟,demande_de_releve_de_notes,ar
9. ما هي النسبة التي حصلت عليها في الامتحان الأخير؟,demande_de_releve_de_notes,ar
10. هل هناك طريقة لمراجعة نقاطي مع الأصدقاء؟,demande_de_releve_de_notes,ar
11. كيف أستطيع الحصول على نسخة من ملاحظاتي الخاصة بالسنة؟,demande_de_releve_de_notes,ar
"Voici 20 questions en langue 'amz' pour le intent ""demande_de_releve_de_notes"" :",demande_de_releve_de_notes,amz
"1. J'ai besoin de mes notes, pouvez-vous me les envoyer ?",demande_de_releve_de_notes,amz
2. Quels sont les cours que j'ai suivis cette année ?,demande_de_releve_de_notes,amz
3. Je voudrais voir mon relevé de notes actuel.,demande_de_releve_de_notes,amz
4. Pouvez-vous m'envoyer le récapitulatif des notes pour l'examen prochain ?,demande_de_releve_de_notes,amz
"5. J'ai oublié mes notes, pouvez-vous me les rappeler ?",demande_de_releve_de_notes,amz
6. Quel est mon score global cette année ?,demande_de_releve_de_notes,amz
7. Je voudrais avoir accès à mon historique de notes.,demande_de_releve_de_notes,amz
8. Pouvez-vous m'aider à récupérer mes notes perdues ?,demande_de_releve_de_notes,amz
9. Comment puis-je consulter mes notes en ligne ?,demande_de_releve_de_notes,amz
10. J'ai besoin d'un relevé détaillé des notes pour le semestre prochain.,demande_de_releve_de_notes,amz
11. Quels sont les cours que j'ai réussis cette année ?,demande_de_releve_de_notes,amz
12. Je voudrais voir mon classement dans la classe.,demande_de_releve_de_notes,amz
13. Pouvez-vous me donner un aperçu de mes notes actuelles ?,demande_de_releve_de_notes,amz
14. J'aimerais avoir une copie électronique de mes notes.,demande_de_releve_de_notes,amz
15. Comment puis-je demander des explications sur certaines notes ?,demande_de_releve_de_notes,amz
16. Quel est le pourcentage que j'ai obtenu dans tel cours ?,demande_de_releve_de_notes,amz
17. Je voudrais consulter mon historique d'évaluation.,demande_de_releve_de_notes,amz
18. Pouvez-vous m'aider à comprendre les erreurs de notation ?,demande_de_releve_de_notes,amz
19. J'aimerais avoir un relevé des notes pour chaque matière.,demande_de_releve_de_notes,amz
20. Comment puis-je obtenir une copie papier de mes notes ?,demande_de_releve_de_notes,amz
Voici les 10 questions :,inscription_aux_examens,fr
1. Pouvez-vous vous inscrire aux examens de l'année prochaine ?,inscription_aux_examens,fr
2. Comment procéder pour s'inscrire à un examen en ligne ?,inscription_aux_examens,fr
3. Quels sont les documents nécessaires pour s'inscrire aux examens ?,inscription_aux_examens,fr
4. Est-ce possible d'annuler son inscription après avoir payé le frais d'examen ?,inscription_aux_examens,fr
5. Combien coûte l'inscription aux examens de [nom du diplôme] ?,inscription_aux_examens,fr
6. Comment savoir si vous êtes bien inscrit à un examen ?,inscription_aux_examens,fr
7. Pouvez-vous modifier vos informations personnelles une fois que vous êtes inscrit ?,inscription_aux_examens,fr
8. Quel est le délai pour s'inscrire aux examens avant la date limite ?,inscription_aux_examens,fr
9. Est-ce possible de se réinscrire après avoir été déclaré non admis ?,inscription_aux_examens,fr
10. Comment obtenir un reçu d'inscription pour les frais payés ?,inscription_aux_examens,fr
"Here are the 11 different questions in English corresponding to the intent ""inscription aux examens"":",inscription_aux_examens,en
1. Are you ready to register for your exams?,inscription_aux_examens,en
2. Do you need help with signing up for tests?,inscription_aux_examens,en
3. Can I assist you with registering for a course?,inscription_aux_examens,en
4. How do I enroll in an online class?,inscription_aux_examens,en
5. What's required to take my first exam?,inscription_aux_examens,en
6. Is there a deadline to sign up for the test?,inscription_aux_examens,en
7. Can I change my registration details later on?,inscription_aux_examens,en
8. Do I need to provide any documents during enrollment?,inscription_aux_examens,en
9. Are there any prerequisites before taking the course?,inscription_aux_examens,en
10. How do I know if I'm eligible to sit for an exam?,inscription_aux_examens,en
11. What's the process like when registering for a certification?,inscription_aux_examens,en
